y,x
0.11494883964122858,0.65-1.1
0.23908267355295973,0.65-1.1
0.0823199462846161,0.65-1.1
0.09193129299003713,0.65-1.1
0.08229734480227655,0.65-1.1
0.06406149197081869,0.65-1.1
0.09890218607676002,0.65-1.1
0.258441776355017,0.65-1.1
0.12876420936090324,0.65-1.1
0.10099403767499962,0.65-1.1
0.22233313086173045,0.65-1.1
0.10497067258381913,0.65-1.1
0.06281488734448373,0.65-1.1
0.07432875096389828,0.65-1.1
0.09150030046014014,0.65-1.1
0.22055580513434836,0.65-1.1
0.3133540714003251,0.65-1.1
0.11389980280185569,0.65-1.1
0.16611084172805918,0.65-1.1
0.07677850129143325,0.65-1.1
0.0740394712380493,0.65-1.1
0.23896916552002734,0.65-1.1
0.07044518681269268,0.65-1.1
0.13159169323308362,0.65-1.1
0.23884213965334858,0.65-1.1
0.1909274816630778,0.65-1.1
0.20596700076513014,0.65-1.1
0.3799472326344993,0.65-1.1
0.12578905385995398,0.65-1.1
0.1072824810013232,0.65-1.1
0.2202784614066693,0.65-1.1
0.12970778252290124,0.65-1.1
0.288219280300847,0.65-1.1
0.11708070109242849,0.65-1.1
0.2872770563550263,0.65-1.1
0.07763157580515676,0.65-1.1
0.11370681206360601,0.65-1.1
0.2661787242478616,0.65-1.1
0.1467528394284601,0.65-1.1
0.07237846756816839,0.65-1.1
0.22068559532671145,0.65-1.1
0.10768689700017398,0.65-1.1
0.28039920810008284,0.65-1.1
0.1397607661732502,0.65-1.1
0.1409677994323314,0.65-1.1
0.13967684417372214,0.65-1.1
0.1576933100189466,0.65-1.1
0.3016357370994253,0.65-1.1
0.12225686799228033,0.65-1.1
0.19402309855582428,0.65-1.1
0.10238410114688892,0.65-1.1
0.14144817689454264,0.65-1.1
0.06504062308693767,0.65-1.1
0.1521122588564069,0.65-1.1
0.19454070238633533,0.65-1.1
0.1431882536628243,0.65-1.1
0.1483587143262042,0.65-1.1
0.1283517628310163,0.65-1.1
0.1189862452010085,0.65-1.1
0.10486730776813767,0.65-1.1
0.1620252495581372,0.65-1.1
0.06743150705221261,0.65-1.1
0.18792528874582146,0.65-1.1
0.18679205454612954,0.65-1.1
0.05839187397946636,0.65-1.1
0.07192330398348662,0.65-1.1
0.21349815919847917,0.65-1.1
0.19469973845491226,0.65-1.1
0.1762768473940314,0.65-1.1
0.1683282849017135,0.65-1.1
0.06774391724279893,0.65-1.1
0.058431349032691565,0.65-1.1
0.119619523056353,0.65-1.1
0.19631381570144263,0.65-1.1
0.05954622949400286,0.65-1.1
0.0943477364716968,0.65-1.1
0.24282556209038192,0.65-1.1
0.0697275410038743,0.65-1.1
0.27483963602404754,0.65-1.1
0.0917525443848263,0.65-1.1
0.10690563122797195,0.65-1.1
0.16846095641872852,0.65-1.1
0.10383314833440888,0.65-1.1
0.1915146106131084,0.65-1.1
0.115471382869339,0.65-1.1
0.15606010197665793,0.65-1.1
0.17131542331561142,0.65-1.1
0.1488049847751281,0.65-1.1
0.10520462547392902,0.65-1.1
0.16368362029441097,0.65-1.1
0.07003472000027886,0.65-1.1
0.13391420634144474,0.65-1.1
0.11505794083202317,0.65-1.1
0.31935581664192736,0.65-1.1
0.42432736515305647,0.65-1.1
0.07032739894949958,0.65-1.1
0.15271029393698696,0.65-1.1
0.15894037116461307,0.65-1.1
0.17151668847944562,0.65-1.1
0.09754596415189702,0.65-1.1
0.2670052767196946,0.65-1.1
0.1550594000856231,0.65-1.1
0.06986798936933335,0.65-1.1
0.09934385212257385,0.65-1.1
0.12597760726355753,0.65-1.1
0.0883977872206973,0.65-1.1
0.09900847147965781,0.65-1.1
0.1355959737879299,0.65-1.1
0.07973156468942431,0.65-1.1
0.13000378139761204,0.65-1.1
0.08724273883360655,0.65-1.1
0.35005660470694905,0.65-1.1
0.08615906744597013,0.65-1.1
0.23674246612032004,0.65-1.1
0.03934728196537892,0.65-1.1
0.07319068306389555,0.65-1.1
0.13010329698972542,0.65-1.1
0.15166405582879494,0.65-1.1
0.1354306875140032,0.65-1.1
0.10582223830595115,0.65-1.1
0.12296963523493908,0.65-1.1
0.0869283502360241,0.65-1.1
0.12365550092540843,0.65-1.1
0.15912147996848597,0.65-1.1
0.13037125492197185,0.65-1.1
0.05449457068428462,0.65-1.1
0.0575316977492523,0.65-1.1
0.09252578522461348,0.65-1.1
0.17638802449502747,0.65-1.1
0.21848332372439208,0.65-1.1
0.06803503008429347,0.65-1.1
0.0934668887699245,0.65-1.1
0.06741744972484363,0.65-1.1
0.08077827736650646,0.65-1.1
0.15055764952901227,0.65-1.1
0.08608993725075782,0.65-1.1
0.11124194197129827,0.65-1.1
0.15844495963833363,0.65-1.1
0.1160230912817238,0.65-1.1
0.3232237609807552,0.65-1.1
0.08712421657646469,0.65-1.1
0.12784699452924472,0.65-1.1
0.09841070773961068,0.65-1.1
0.15156602191450366,0.65-1.1
0.13572216436472082,0.65-1.1
0.13068821502413475,0.65-1.1
0.10394315661614492,0.65-1.1
0.0949729947821237,0.65-1.1
0.18012113195287083,0.65-1.1
0.12884728089625527,0.65-1.1
0.11432374071123115,0.65-1.1
0.20731994516451097,0.65-1.1
0.13202238354082416,0.65-1.1
0.15473159446998735,0.65-1.1
0.09081087264015567,0.65-1.1
0.06266653500542646,0.65-1.1
0.12516688076926202,0.65-1.1
0.24223343779911768,0.65-1.1
0.10681019067179365,0.65-1.1
0.19072063997567246,0.65-1.1
0.12754261296411804,0.65-1.1
0.10371894315100742,0.65-1.1
0.06690653961536776,0.65-1.1
0.11271077200915895,0.65-1.1
0.09058592053548199,0.65-1.1
0.1911785728636021,0.65-1.1
0.11751214411069429,0.65-1.1
0.11327549666745618,0.65-1.1
0.15528316032295292,0.65-1.1
0.09991532551255491,0.65-1.1
0.3840280457759785,0.65-1.1
0.36079980209380674,0.65-1.1
0.11803648133997707,0.65-1.1
0.10887063289658738,0.65-1.1
0.17345696670827487,0.65-1.1
0.12197650567795851,0.65-1.1
0.16055273266337897,0.65-1.1
0.1599739728953081,0.65-1.1
0.2014789959305238,0.65-1.1
0.16165082646710635,0.65-1.1
0.2521403411166955,0.65-1.1
0.221891300718495,0.65-1.1
0.24753219762264395,0.65-1.1
0.41068451585737986,0.65-1.1
0.32065596865731794,0.65-1.1
0.059902641089309025,0.65-1.1
0.1083315031277585,0.65-1.1
0.18575302564078702,0.65-1.1
0.08748205462154245,0.65-1.1
0.260917029147834,0.65-1.1
0.05647376121619214,0.65-1.1
0.16937589167460862,0.65-1.1
0.10431473562160051,0.65-1.1
0.09492763466568913,0.65-1.1
0.2349721212601161,0.65-1.1
0.15548233662244793,0.65-1.1
0.0966783100307896,0.65-1.1
0.11261579681555539,0.65-1.1
0.17976515675972116,0.65-1.1
0.16945317285625752,0.65-1.1
0.17310826097579213,0.65-1.1
0.21287749778426032,0.65-1.1
0.07576531938139672,0.65-1.1
0.21689302273862487,0.65-1.1
0.19114106630620065,0.65-1.1
0.21104702326480487,0.65-1.1
0.08879340320509728,0.65-1.1
0.13498133965585563,0.65-1.1
0.12628594686812353,0.65-1.1
0.09645321688758439,0.65-1.1
0.08777211721091795,0.65-1.1
0.1321209689533066,0.65-1.1
0.19285470608809108,0.65-1.1
0.09846393013268226,0.65-1.1
0.07275126110133649,0.65-1.1
0.21740865553596184,0.65-1.1
0.11311754096363576,0.65-1.1
0.06684088384835138,0.65-1.1
0.07965841853171536,0.65-1.1
0.07541525220146898,0.65-1.1
0.1454861812439724,0.65-1.1
0.15417123770675167,0.65-1.1
0.19780778314451491,0.65-1.1
0.11520015102027789,0.65-1.1
0.09812271694607276,0.65-1.1
0.10625204823837488,0.65-1.1
0.10332278950703723,0.65-1.1
0.11502028276683876,0.65-1.1
0.11999820284024472,0.65-1.1
0.12478192999241206,0.65-1.1
0.11913371594559577,0.65-1.1
0.2817007574578934,0.65-1.1
0.21548956908484465,0.65-1.1
0.11305231602995647,0.65-1.1
0.11893933347656453,0.65-1.1
0.20855848890714915,0.65-1.1
0.30742203441686045,0.65-1.1
0.0931723529259725,0.65-1.1
0.08328382610752595,0.65-1.1
0.13996175583816278,0.65-1.1
0.10107978039809358,0.65-1.1
0.0881701049647495,0.65-1.1
0.2478639825956084,0.65-1.1
0.058156105735952854,0.65-1.1
0.07394805469421584,0.65-1.1
0.13633684928810658,0.65-1.1
0.10925734654199543,0.65-1.1
0.12857191779371163,0.65-1.1
0.11369653712264992,0.65-1.1
0.14795939847346937,0.65-1.1
0.13114664880686608,0.65-1.1
0.09658579855659741,0.65-1.1
0.11312524465169525,0.65-1.1
0.19972607030891257,0.65-1.1
0.20663716764778123,0.65-1.1
0.11762882473854804,0.65-1.1
0.11587620587317667,0.65-1.1
0.12283865654039304,0.65-1.1
0.2646563886060422,0.65-1.1
0.10664524849936963,0.65-1.1
0.104489748894021,0.65-1.1
0.3190657357779253,0.65-1.1
0.17338570969275596,0.65-1.1
0.10876784011376796,0.65-1.1
0.163657069688588,0.65-1.1
0.07928333877918538,0.65-1.1
0.10445061186551274,0.65-1.1
0.12765826381828477,0.65-1.1
0.12588219618724614,0.65-1.1
0.1023812313027865,0.65-1.1
0.10611093889129869,0.65-1.1
0.1343060028751101,0.65-1.1
0.21220511919603077,0.65-1.1
0.14842129998738748,0.65-1.1
0.11942209645259255,0.65-1.1
0.04745392783026743,0.65-1.1
0.055767143302623695,0.65-1.1
0.11770593636882515,0.65-1.1
0.06144028740783749,0.65-1.1
0.25842221774169627,0.65-1.1
0.17214822831437623,0.65-1.1
0.14289407983237742,0.65-1.1
0.16499042439565356,0.65-1.1
0.08785502749796174,0.65-1.1
0.21190925564778704,0.65-1.1
0.2937415733959332,0.65-1.1
0.07740686374830429,0.65-1.1
0.10288454206895763,0.65-1.1
0.21915461130667602,0.65-1.1
0.1095872667027737,0.65-1.1
0.38166163278997556,0.65-1.1
0.17423126345216025,0.65-1.1
0.16136980935950224,0.65-1.1
0.1455524658095252,0.65-1.1
0.09959983643487763,0.65-1.1
0.2198005816275862,0.65-1.1
0.17170758781640086,0.65-1.1
0.08980666554359598,0.65-1.1
0.03965014627341022,0.65-1.1
0.1061949138744569,0.65-1.1
0.07427826462584353,0.65-1.1
0.13146945098994844,0.65-1.1
0.08867187541131634,0.65-1.1
0.22427821800941755,0.65-1.1
0.24075877911705865,0.65-1.1
0.14484570657141144,0.65-1.1
0.13194756868434246,0.65-1.1
0.06796117380508698,0.65-1.1
0.10147831982931159,0.65-1.1
0.1655647349971278,0.65-1.1
0.11618551079978517,0.65-1.1
0.07582288078286746,0.65-1.1
0.2206338821702398,0.65-1.1
0.06581067242653467,0.65-1.1
0.40045118978203215,0.65-1.1
0.1212528520688872,0.65-1.1
0.10537400806463439,0.65-1.1
0.17704955626336644,0.65-1.1
0.09032409326225543,0.65-1.1
0.09681810641034896,0.65-1.1
0.17492481869978643,0.65-1.1
0.1442589838914554,0.65-1.1
0.07694080703626803,0.65-1.1
0.1432275894204088,0.65-1.1
0.2726809167479947,0.65-1.1
0.08488232277158879,0.65-1.1
0.1656595265459421,0.65-1.1
0.15032851116343454,0.65-1.1
0.16056403623036292,0.65-1.1
0.07150816773033154,0.65-1.1
0.035044520462301554,0.65-1.1
0.10031162755385276,0.65-1.1
0.052731207298061196,0.65-1.1
0.13891289124863979,0.65-1.1
0.07371783303830108,0.65-1.1
0.07776190493097683,0.65-1.1
0.1346189120190605,0.65-1.1
0.16577946859381054,0.65-1.1
0.2359408543901404,0.65-1.1
0.10971353520574158,0.65-1.1
0.1994602042464192,0.65-1.1
0.17334419071371468,0.65-1.1
0.12897412575500025,0.65-1.1
0.13622718566330763,0.65-1.1
0.2389035390946953,0.65-1.1
0.13609482502677406,0.65-1.1
0.1028538273827285,0.65-1.1
0.048300328485550624,0.65-1.1
0.11032973310225365,0.65-1.1
0.2841996935498581,0.65-1.1
0.1837648868823494,0.65-1.1
0.17128895273358158,0.65-1.1
0.08765134033503524,0.65-1.1
0.07860337593221092,0.65-1.1
0.08224425186546135,0.65-1.1
0.10387567982559821,0.65-1.1
0.09763221626677324,0.65-1.1
0.12190375913027461,0.65-1.1
0.11922609804349348,0.65-1.1
0.19811435038526815,0.65-1.1
0.1270025468729398,0.65-1.1
0.17276883743964488,0.65-1.1
0.24787851105433292,0.65-1.1
0.1488313307358004,0.65-1.1
0.18386010308173162,0.65-1.1
0.1013960447258055,0.65-1.1
0.12097482564139286,0.65-1.1
0.19466471781698166,0.65-1.1
0.1254805720207217,0.65-1.1
0.17215005242242726,0.65-1.1
0.14391756765496483,0.65-1.1
0.26289216692493617,0.65-1.1
0.08265671601100222,0.65-1.1
0.061076120916955384,0.65-1.1
0.1960966743972948,0.65-1.1
0.11381468174621216,0.65-1.1
0.11601488039971117,0.65-1.1
0.17320281836190898,0.65-1.1
0.06300676693060042,0.65-1.1
0.0893234254619884,0.65-1.1
0.1352011257549137,0.65-1.1
0.2517889033273987,0.65-1.1
0.1364573282313223,0.65-1.1
0.22624253476050024,0.65-1.1
0.21294260003382098,0.65-1.1
0.057675749470349744,0.65-1.1
0.11246801938754256,0.65-1.1
0.16145314754104517,0.65-1.1
0.047841536987347624,0.65-1.1
0.17218577742570113,0.65-1.1
0.1100689347149652,0.65-1.1
0.42840225130921916,0.65-1.1
0.2651784608761247,0.65-1.1
0.1539279690834273,0.65-1.1
0.09275553280629663,0.65-1.1
0.1153084157679046,0.65-1.1
0.2774232456239725,0.65-1.1
0.05338777932110951,0.65-1.1
0.12062049817963695,0.65-1.1
0.16055887228648263,0.65-1.1
0.11192800156236697,0.65-1.1
0.10964553940181729,0.65-1.1
0.17036401043285807,0.65-1.1
0.14739915238979318,0.65-1.1
0.1749694539937526,0.65-1.1
0.11435831441001555,0.65-1.1
0.14533117775269574,0.65-1.1
0.08594683381732221,0.65-1.1
0.35876693683747835,0.65-1.1
0.14496859009585714,0.65-1.1
0.27582188543147157,0.65-1.1
0.06799725120488528,0.65-1.1
0.14811121846397193,0.65-1.1
0.20193307072490274,0.65-1.1
0.08729419790169266,0.65-1.1
0.1179826193511472,0.65-1.1
0.07759626827419998,0.65-1.1
0.1513072531627367,0.65-1.1
0.18224837391260784,0.65-1.1
0.2202508463203946,0.65-1.1
0.038048328790081444,0.65-1.1
0.08675021590454904,0.65-1.1
0.2502692615156447,0.65-1.1
0.14158088397421079,0.65-1.1
0.09019150321353113,0.65-1.1
0.20045818753647313,0.65-1.1
0.1422885876983216,0.65-1.1
0.10859898906134977,0.65-1.1
0.22757996158663943,0.65-1.1
0.21901646800375413,0.65-1.1
0.15532914069647227,0.65-1.1
0.14616186232832998,0.65-1.1
0.13295456639848538,0.65-1.1
0.12320507228637632,0.65-1.1
0.25357323324202363,0.65-1.1
0.05941192957320368,0.65-1.1
0.1586583067813478,0.65-1.1
0.15487070826022017,0.65-1.1
0.07779402295768512,0.65-1.1
0.2489124817269001,0.65-1.1
0.05373995873613119,0.65-1.1
0.16768542058107244,0.65-1.1
0.17864810556643204,0.65-1.1
0.22977748639910553,0.65-1.1
0.18109567774475144,0.65-1.1
0.1149541541816303,0.65-1.1
0.20894732509089814,0.65-1.1
0.09005710884769258,0.65-1.1
0.08073602187278602,0.65-1.1
0.14786043607815538,0.65-1.1
0.10081006654874594,0.65-1.1
0.10676150397143046,0.65-1.1
0.1744185379938064,0.65-1.1
0.08026547267803963,0.65-1.1
0.14985781572079832,0.65-1.1
0.13820369016786804,0.65-1.1
0.43936644479539283,0.65-1.1
0.2687942144370274,0.65-1.1
0.15081929992923773,0.65-1.1
0.13961188284317766,0.65-1.1
0.06480108161646397,0.65-1.1
0.09916829433971179,0.65-1.1
0.17007137011040435,0.65-1.1
0.1697495665452784,0.65-1.1
0.12601879002257438,0.65-1.1
0.13024813608784447,0.65-1.1
0.17773949044309373,0.65-1.1
0.1140257919989384,0.65-1.1
0.2916521455724911,0.65-1.1
0.12209181172788587,0.65-1.1
0.1061937982578767,0.65-1.1
0.141470932592961,0.65-1.1
0.2565680417877279,0.65-1.1
0.1483640883100035,0.65-1.1
0.07486670689845516,0.65-1.1
0.09260879286259824,0.65-1.1
0.17215629494257112,0.65-1.1
0.2219866496492552,0.65-1.1
0.08444805302283398,0.65-1.1
0.08066435549502159,0.65-1.1
0.22680339895396015,0.65-1.1
0.09099246419374132,0.65-1.1
0.23058812705705614,0.65-1.1
0.16639410929301185,0.65-1.1
0.08780176481089737,0.65-1.1
0.17973992813042214,0.65-1.1
0.21557887996749459,0.65-1.1
0.3021873548755576,0.65-1.1
0.24622721440462184,0.65-1.1
0.11463336387085225,0.65-1.1
0.07771662464505542,0.65-1.1
0.15008349264978244,0.65-1.1
0.09876382787593416,0.65-1.1
0.12372320812987542,0.65-1.1
0.28974643793202637,0.65-1.1
0.1273718330402015,0.65-1.1
0.12228085979813752,0.65-1.1
0.11376613184924643,0.65-1.1
0.2614225746412714,0.65-1.1
0.17874832590907436,0.65-1.1
0.1542004277317925,0.65-1.1
0.23182797115478662,0.65-1.1
0.2411244716905878,0.65-1.1
0.21744322451969791,0.65-1.1
0.0872204218531941,0.65-1.1
0.056990755688293454,0.65-1.1
0.1581445034188392,0.65-1.1
0.09057055658302772,0.65-1.1
0.15403175694500812,0.65-1.1
0.17430807776311522,0.65-1.1
0.15556795717846103,0.65-1.1
0.10325878219116574,0.65-1.1
0.14306265932269954,0.65-1.1
0.18066489644131445,0.65-1.1
0.15309813631128308,0.65-1.1
0.05130359040664876,0.65-1.1
0.1355992106807622,0.65-1.1
0.1239002094843452,0.65-1.1
0.11643890078744393,0.65-1.1
0.19200254003387676,0.65-1.1
0.08176256339926843,0.65-1.1
0.16144570863617488,0.65-1.1
0.27404784857058984,0.65-1.1
0.12225883763656524,0.65-1.1
0.11103224200961727,0.65-1.1
0.16843200623612548,0.65-1.1
0.301075874008008,0.65-1.1
0.12650550938675653,0.65-1.1
0.2093188440828639,0.65-1.1
0.36034020055098676,0.65-1.1
0.08113748259828399,0.65-1.1
0.13435797920804973,0.65-1.1
0.23837675830437483,0.65-1.1
0.12812709833194277,0.65-1.1
0.06221463747749584,0.65-1.1
0.1041491526871854,0.65-1.1
0.21438288932144217,0.65-1.1
0.1316789988428077,0.65-1.1
0.20016374470360435,0.65-1.1
0.18409810004420835,0.65-1.1
0.0753124699579195,0.65-1.1
0.06702690959623694,0.65-1.1
0.09185136778921042,0.65-1.1
0.2074353567766156,0.65-1.1
0.164607516327809,0.65-1.1
0.11229212734645226,0.65-1.1
0.1982964345897269,0.65-1.1
0.17371339757299262,0.65-1.1
0.13643597208276195,0.65-1.1
0.17085268509926635,0.65-1.1
0.09852139809865598,0.65-1.1
0.14307012089681095,0.65-1.1
0.16858117446067458,0.65-1.1
0.17094326682862704,0.65-1.1
0.15417914239864214,0.65-1.1
0.1497612236923904,0.65-1.1
0.12591361309352223,0.65-1.1
0.10870450159608117,0.65-1.1
0.13424722211310183,0.65-1.1
0.21519898320954753,0.65-1.1
0.16665855383212513,0.65-1.1
0.12009992770738265,0.65-1.1
0.14178567146801305,0.65-1.1
0.08004176574926972,0.65-1.1
0.15288116909866453,0.65-1.1
0.18280179431727983,0.65-1.1
0.09880834330420285,0.65-1.1
0.06283793655173689,0.65-1.1
0.08251052234333638,0.65-1.1
0.16336852385765355,0.65-1.1
0.1152682560192593,0.65-1.1
0.2331200511280629,0.65-1.1
0.11963652709427039,0.65-1.1
0.1314842770215652,0.65-1.1
0.15714273793569272,0.65-1.1
0.2768606018099316,0.65-1.1
0.14943723833395633,0.65-1.1
0.20063950228017166,0.65-1.1
0.12426667510793375,0.65-1.1
0.07655274478351194,0.65-1.1
0.19169935223859505,0.65-1.1
0.08589525731148732,0.65-1.1
0.12475571703245314,0.65-1.1
0.26554101441511124,0.65-1.1
0.07271460998100641,0.65-1.1
0.11609974510802487,0.65-1.1
0.0845132277323731,0.65-1.1
0.15127444640441387,0.65-1.1
0.17058182437970348,0.65-1.1
0.06832858893226051,0.65-1.1
0.10804621839577411,0.65-1.1
0.11431016752651488,0.65-1.1
0.10265882887494986,0.65-1.1
0.1907307027584986,0.65-1.1
0.11737190756161783,0.65-1.1
0.17756804671463222,0.65-1.1
0.07928296472355525,0.65-1.1
0.24600411164964028,0.65-1.1
0.2070668804938447,0.65-1.1
0.12226189852438822,0.65-1.1
0.1723133632990883,0.65-1.1
0.08548471397103,0.65-1.1
0.11886160425770766,0.65-1.1
0.11592939815685385,0.65-1.1
0.21025431898082356,0.65-1.1
0.19648141985339473,0.65-1.1
0.08360370153262693,0.65-1.1
0.05881646440540185,0.65-1.1
0.09589755489224162,0.65-1.1
0.2493997642175784,0.65-1.1
0.2807922078231794,0.65-1.1
0.14192977838617404,0.65-1.1
0.12790293483267662,0.65-1.1
0.1658305414077321,0.65-1.1
0.2106724353951304,0.65-1.1
0.1014747676967727,0.65-1.1
0.15424038622031816,0.65-1.1
0.15751538449192634,0.65-1.1
0.17269850559072292,0.65-1.1
0.06644266684144445,0.65-1.1
0.23736429838312376,0.65-1.1
0.08575104452601973,0.65-1.1
0.0564469764672641,0.65-1.1
0.17126626177903717,0.65-1.1
0.20120706516353665,0.65-1.1
0.2722888410833558,0.65-1.1
0.10012078315908277,0.65-1.1
0.17033231508524635,0.65-1.1
0.21521179537735846,0.65-1.1
0.08327187987393424,0.65-1.1
0.1847755313181765,0.65-1.1
0.0960863933503084,0.65-1.1
0.29488767733399857,0.65-1.1
0.048717525449766555,0.65-1.1
0.19542818120006455,0.65-1.1
0.16074992960874854,0.65-1.1
0.09622574520881093,0.65-1.1
0.07753728239349891,0.65-1.1
0.11322636327179986,0.65-1.1
0.20372289006984814,0.65-1.1
0.1300417568751761,0.65-1.1
0.12427060860207133,0.65-1.1
0.18077363754497514,0.65-1.1
0.12242651269784412,0.65-1.1
0.1734489434573164,0.65-1.1
0.09369605047593399,0.65-1.1
0.1530589268198889,0.65-1.1
0.07809654660959257,0.65-1.1
0.10012636501592187,0.65-1.1
0.1860020905939146,0.65-1.1
0.07862174117440429,0.65-1.1
0.1436999923095506,0.65-1.1
0.1153164761383505,0.65-1.1
0.0850615435341915,0.65-1.1
0.14577623443246315,0.65-1.1
0.20047623368404013,0.65-1.1
0.18295431990429883,0.65-1.1
0.09612758764853054,0.65-1.1
0.11929690655278742,0.65-1.1
0.1626994150468276,0.65-1.1
0.1703346679768323,0.65-1.1
0.2859498099537893,0.65-1.1
0.04270466363791843,0.65-1.1
0.3109589077671744,0.65-1.1
0.16943147461572147,0.65-1.1
0.33306400455939783,0.65-1.1
0.20255725275237407,0.65-1.1
0.12434161121715936,0.65-1.1
0.1704092306065248,0.65-1.1
0.1544701946653987,0.65-1.1
0.09967980922606481,0.65-1.1
0.14870452686744542,0.65-1.1
0.08555511682818107,0.65-1.1
0.2199776454462733,0.65-1.1
0.088618038919069,0.65-1.1
0.09840340223374673,0.65-1.1
0.37527861576991484,0.65-1.1
0.14797579749592002,0.65-1.1
0.15414597560120744,0.65-1.1
0.11546299151495097,0.65-1.1
0.1075780749214658,0.65-1.1
0.12203908784876195,0.65-1.1
0.08058683944438153,0.65-1.1
0.36008965218215955,0.65-1.1
0.1723680661805829,0.65-1.1
0.06680712415967377,0.65-1.1
0.19524165122194814,0.65-1.1
0.17022072588770806,0.65-1.1
0.10537117906431755,0.65-1.1
0.2425433850291986,0.65-1.1
0.11694199587851668,0.65-1.1
0.16480718576335857,0.65-1.1
0.17842215180017007,0.65-1.1
0.059152995182824325,0.65-1.1
0.12110286737775648,0.65-1.1
0.14546776933930972,0.65-1.1
0.11629768004557743,0.65-1.1
0.12869488121488654,0.65-1.1
0.24112562022299194,0.65-1.1
0.1930818153607523,0.65-1.1
0.06586638774922902,0.65-1.1
0.09737873973008888,0.65-1.1
0.1208490737447593,0.65-1.1
0.14315680574801087,0.65-1.1
0.1350537162727412,0.65-1.1
0.07572886771598128,0.65-1.1
0.13906948823242526,0.65-1.1
0.10285503505273894,0.65-1.1
0.22034448250736433,0.65-1.1
0.168359649754045,0.65-1.1
0.08783643003168368,0.65-1.1
0.1332839316424854,0.65-1.1
0.08736007641262501,0.65-1.1
0.042773313466236175,0.65-1.1
0.09946309585034412,0.65-1.1
0.08626593567662462,0.65-1.1
0.1442371471108247,0.65-1.1
0.06788178173979824,0.65-1.1
0.10311177775958903,0.65-1.1
0.0926502295405135,0.65-1.1
0.10424199092417934,0.65-1.1
0.16910472942541493,0.65-1.1
0.2138511331210437,0.65-1.1
0.10754261570817719,0.65-1.1
0.1933634936434865,0.65-1.1
0.12605650966170803,0.65-1.1
0.08023924505078346,0.65-1.1
0.28726996827946016,0.65-1.1
0.040217768512697795,0.65-1.1
0.13329669513193165,0.65-1.1
0.16873345290984929,0.65-1.1
0.2624800460749386,0.65-1.1
0.1091968846330528,0.65-1.1
0.05019668002735985,0.65-1.1
0.19633042064378387,0.65-1.1
0.03999842884594168,0.65-1.1
0.07475275354400454,0.65-1.1
0.10307469897940873,0.65-1.1
0.1908035235414956,0.65-1.1
0.1385019040882309,0.65-1.1
0.19814887653770097,0.65-1.1
0.08373441808189946,0.65-1.1
0.16775697658174663,0.65-1.1
0.12804959456334722,0.65-1.1
0.1678356562815556,0.65-1.1
0.20569917984217262,0.65-1.1
0.11630881634793558,0.65-1.1
0.271004946786719,0.65-1.1
0.1426829459300986,0.65-1.1
0.1262522380854159,0.65-1.1
0.254114916802968,0.65-1.1
0.07810871132533584,0.65-1.1
0.12032295935883,0.65-1.1
0.08727468862233886,0.65-1.1
0.17190804523741338,0.65-1.1
0.07954413370913459,0.65-1.1
0.2706053850443306,0.65-1.1
0.06166621118184827,0.65-1.1
0.11021236430123622,0.65-1.1
0.28863747980764226,0.65-1.1
0.09427422087129893,0.65-1.1
0.06292944151645548,0.65-1.1
0.15744723910643704,0.65-1.1
0.18704953407399466,0.65-1.1
0.24892464483277568,0.65-1.1
0.05331752760991045,0.65-1.1
0.14696942645213015,0.65-1.1
0.156728102811116,0.65-1.1
0.1958814551647259,0.65-1.1
0.10372870348081079,0.65-1.1
0.09531274924965331,0.65-1.1
0.22688835615729377,0.65-1.1
0.08155638369129457,0.65-1.1
0.10019686611890763,0.65-1.1
0.24031883046524308,0.65-1.1
0.1254845196612022,0.65-1.1
0.18116431983715284,0.65-1.1
0.14901886470365083,0.65-1.1
0.08205798182638638,0.65-1.1
0.1274611992501578,0.65-1.1
0.19430108347468855,0.65-1.1
0.21764993543028138,0.65-1.1
0.11189204603025914,0.65-1.1
0.23124682978010253,0.65-1.1
0.07279723609066835,0.65-1.1
0.09385021559536119,0.65-1.1
0.12326808774488696,0.65-1.1
0.09791859094352481,0.65-1.1
0.05381239968075326,0.65-1.1
0.36253671664474896,0.65-1.1
0.1044191080515486,0.65-1.1
0.23170017739640725,0.65-1.1
0.16781050198093866,0.65-1.1
0.24058362321351273,0.65-1.1
0.15044504063497288,0.65-1.1
0.25813907856347706,0.65-1.1
0.20987392881284642,0.65-1.1
0.15072171017079902,0.65-1.1
0.1800979546958635,0.65-1.1
0.09268756084809598,0.65-1.1
0.17279820645238148,0.65-1.1
0.11985212265002784,0.65-1.1
0.22801286247766606,0.65-1.1
0.11879439140166002,0.65-1.1
0.07051141701342661,0.65-1.1
0.28218258993771983,0.65-1.1
0.11827123560121404,0.65-1.1
0.24931687180381146,0.65-1.1
0.11409163942383507,0.65-1.1
0.10235540660361504,0.65-1.1
0.10528696841046563,0.65-1.1
0.06262004889089903,0.65-1.1
0.17070373264584582,0.65-1.1
0.10852215731596414,0.65-1.1
0.1242849313152673,0.65-1.1
0.10443176091154029,0.65-1.1
0.21045809025119475,0.65-1.1
0.17228158633986448,0.65-1.1
0.1670898409433037,0.65-1.1
0.1376435310916277,0.65-1.1
0.20220288034847478,0.65-1.1
0.1619862340699897,0.65-1.1
0.16332266966506523,0.65-1.1
0.0901828673194141,0.65-1.1
